Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Transcription start site (TSS)
ENSDARG00000020197	2	10687276	10703621	-1	10703621
ENSDARG00000040930	16	14588141	14675907	1	14588141
ENSDARG00000040930	16	14588141	14675907	1	14588148
ENSDARG00000040930	16	14588141	14675907	1	14588149
ENSDARG00000040930	16	14588141	14675907	1	14588148
ENSDARG00000099685	25	4837915	4851181	1	4843533
ENSDARG00000099685	25	4837915	4851181	1	4837915
ENSDARG00000051729	25	36219436	36248053	-1	36248053
ENSDARG00000098514	4	42403742	42408339	-1	42408339
ENSDARG00000077778	11	19157879	19227802	1	19157879
ENSDARG00000077778	11	19157879	19227802	1	19159083
ENSDARG00000057227	19	23875382	23895839	-1	23892243
ENSDARG00000057227	19	23875382	23895839	-1	23895839
ENSDARG00000092014	13	40754580	40808436	1	40754599
ENSDARG00000092014	13	40754580	40808436	1	40754580
ENSDARG00000092014	13	40754580	40808436	1	40754582
ENSDARG00000092014	13	40754580	40808436	1	40754612
ENSDARG00000043431	1	57347888	57365052	1	57347888
ENSDARG00000043431	1	57347888	57365052	1	57348756
ENSDARG00000043431	1	57347888	57365052	1	57347898
ENSDARG00000029905	21	4508959	4525080	1	4508959
ENSDARG00000029905	21	4508959	4525080	1	4508995
ENSDARG00000029905	21	4508959	4525080	1	4509483
ENSDARG00000029905	21	4508959	4525080	1	4509001
ENSDARG00000077082	11	16040517	16064291	1	16040587
ENSDARG00000077082	11	16040517	16064291	1	16040517
ENSDARG00000077082	11	16040517	16064291	1	16040680
ENSDARG00000077581	2	8778490	8842472	1	8779164
ENSDARG00000077581	2	8778490	8842472	1	8778490
ENSDARG00000077581	2	8778490	8842472	1	8814239
ENSDARG00000077581	2	8778490	8842472	1	8780443
ENSDARG00000018593	25	31868268	31882618	1	31868268
ENSDARG00000079455	1	32521469	32693950	1	32521579
ENSDARG00000079455	1	32521469	32693950	1	32521469
ENSDARG00000079455	1	32521469	32693950	1	32528097
ENSDARG00000071648	22	6342781	6362472	-1	6361178
ENSDARG00000071648	22	6342781	6362472	-1	6362472
ENSDARG00000071648	22	6342781	6362472	-1	6362442
ENSDARG00000095337	7	4493556	4494895	1	4493556
ENSDARG00000097225	16	24842662	24873020	1	24842662
ENSDARG00000097063	17	26543690	26552971	1	26543690
ENSDARG00000094616	9	8390737	8393808	1	8391040
ENSDARG00000094616	9	8390737	8393808	1	8390826
ENSDARG00000094616	9	8390737	8393808	1	8390737
ENSDARG00000094616	9	8390737	8393808	1	8390825
ENSDARG00000094616	9	8390737	8393808	1	8390826
ENSDARG00000094616	9	8390737	8393808	1	8390737
ENSDARG00000002509	13	35974362	35976986	-1	35976986
ENSDARG00000027826	1	32341484	32385665	1	32341484
ENSDARG00000027826	1	32341484	32385665	1	32341734
ENSDARG00000010408	8	4856440	4892913	-1	4892913
ENSDARG00000054031	1	26071869	26096572	1	26071869
ENSDARG00000062987	15	16739160	16872600	-1	16872600
ENSDARG00000062987	15	16739160	16872600	-1	16872600
ENSDARG00000004296	10	10801564	10824286	1	10822755
ENSDARG00000004296	10	10801564	10824286	1	10801719
ENSDARG00000004296	10	10801564	10824286	1	10801705
ENSDARG00000004296	10	10801564	10824286	1	10801564
ENSDARG00000004296	10	10801564	10824286	1	10801708
ENSDARG00000004296	10	10801564	10824286	1	10816914
ENSDARG00000039880	25	7653902	7663608	-1	7663608
ENSDARG00000039880	25	7653902	7663608	-1	7663548
ENSDARG00000035860	2	24507597	24509698	1	24507770
ENSDARG00000035860	2	24507597	24509698	1	24507777
ENSDARG00000035860	2	24507597	24509698	1	24507770
ENSDARG00000035860	2	24507597	24509698	1	24507597
ENSDARG00000041078	18	21122818	21145374	1	21122818
ENSDARG00000041078	18	21122818	21145374	1	21122960
ENSDARG00000023298	19	8743260	8748571	-1	8748571
ENSDARG00000104332	7	53199763	53212294	1	53199763
ENSDARG00000075112	1	43801957	43892349	-1	43892349
ENSDARG00000075112	1	43801957	43892349	-1	43862638
ENSDARG00000002219	13	23233956	23270576	-1	23264724
ENSDARG00000002219	13	23233956	23270576	-1	23270576
ENSDARG00000098889	5	1079423	1084174	1	1079423
ENSDARG00000079391	4	1821637	1824836	-1	1824836
ENSDARG00000074306	12	16691584	16694092	-1	16694092
ENSDARG00000093010	9	33074680	33082181	1	33074680
ENSDARG00000096588	1	55563532	55574266	1	55563532
ENSDARG00000105603	7	16348739	16349432	-1	16349432
ENSDARG00000093645	24	14533842	14536411	-1	14536411
ENSDARG00000040021	16	39185103	39195318	-1	39195318
ENSDARG00000036893	7	8267985	8344243	-1	8315179
ENSDARG00000036893	7	8267985	8344243	-1	8344243
ENSDARG00000036893	7	8267985	8344243	-1	8309505
ENSDARG00000036893	7	8267985	8344243	-1	8324927
ENSDARG00000013266	17	36516695	36529449	-1	36529016
ENSDARG00000013266	17	36516695	36529449	-1	36529449
ENSDARG00000042937	1	17618015	17650223	-1	17650223
ENSDARG00000111173	25	15510884	15512819	-1	15512819
ENSDARG00000094473	8	21406769	21416472	1	21406769
ENSDARG00000071377	22	19552987	19562455	1	19552987
ENSDARG00000071377	22	19552987	19562455	1	19553390
ENSDARG00000025671	11	25634041	25679721	1	25638228
ENSDARG00000025671	11	25634041	25679721	1	25638172
ENSDARG00000025671	11	25634041	25679721	1	25634041
ENSDARG00000092630	9	18911697	18914941	1	18911697
ENSDARG00000035018	5	29794058	29803293	1	29794076
ENSDARG00000035018	5	29794058	29803293	1	29794058
ENSDARG00000039173	12	16617138	16619757	-1	16619757
ENSDARG00000039173	12	16617138	16619757	-1	16619449
ENSDARG00000037196	12	8168272	8385702	1	8168272
ENSDARG00000037196	12	8168272	8385702	1	8373525
ENSDARG00000032264	11	1551603	1574656	1	1551603
ENSDARG00000032264	11	1551603	1574656	1	1551663
ENSDARG00000032264	11	1551603	1574656	1	1551606
ENSDARG00000032264	11	1551603	1574656	1	1565806
ENSDARG00000025325	1	53954230	53963933	1	53954235
ENSDARG00000025325	1	53954230	53963933	1	53954230
ENSDARG00000097542	15	47828719	47831416	1	47828719
ENSDARG00000054184	7	16205609	16214891	-1	16214891
ENSDARG00000054184	7	16205609	16214891	-1	16214889
ENSDARG00000056331	8	24971890	25011157	-1	25002182
ENSDARG00000056331	8	24971890	25011157	-1	25011157
ENSDARG00000102080	6	19334365	19341186	-1	19340889
ENSDARG00000102080	6	19334365	19341186	-1	19341184
ENSDARG00000102080	6	19334365	19341186	-1	19341186
ENSDARG00000069888	15	2655566	2657508	-1	2657508
ENSDARG00000038363	25	4707173	4733221	-1	4717462
ENSDARG00000038363	25	4707173	4733221	-1	4733221
ENSDARG00000038363	25	4707173	4733221	-1	4713461
ENSDARG00000038363	25	4707173	4733221	-1	4733008
ENSDARG00000010472	2	44203075	44255537	-1	44255537
ENSDARG00000010472	2	44203075	44255537	-1	44255537
ENSDARG00000040643	24	36673686	36680261	-1	36680261
ENSDARG00000075673	2	12302527	12406641	1	12394623
ENSDARG00000075673	2	12302527	12406641	1	12376822
ENSDARG00000075673	2	12302527	12406641	1	12302527
ENSDARG00000075673	2	12302527	12406641	1	12302527
ENSDARG00000075673	2	12302527	12406641	1	12401255
ENSDARG00000075673	2	12302527	12406641	1	12349870
ENSDARG00000017422	13	6219551	6239216	1	6219551
ENSDARG00000095804	8	944232	973770	1	944232
ENSDARG00000077318	24	17136749	17139114	-1	17139114
ENSDARG00000097032	25	8955530	8963927	1	8955530
ENSDARG00000092535	18	19101679	19103964	1	19101679
ENSDARG00000096638	20	18565758	18569419	-1	18569419
ENSDARG00000063390	19	6606197	6774871	-1	6631900
ENSDARG00000063390	19	6606197	6774871	-1	6774871
ENSDARG00000026403	10	24394023	24416471	-1	24416471
ENSDARG00000062108	16	17121986	17162843	-1	17162485
ENSDARG00000062108	16	17121986	17162843	-1	17162843
ENSDARG00000062108	16	17121986	17162843	-1	17129466
ENSDARG00000076830	5	41826958	41845116	-1	41834999
ENSDARG00000076830	5	41826958	41845116	-1	41841675
ENSDARG00000076830	5	41826958	41845116	-1	41841892
ENSDARG00000076830	5	41826958	41845116	-1	41838354
ENSDARG00000076830	5	41826958	41845116	-1	41831646
ENSDARG00000076830	5	41826958	41845116	-1	41845116
ENSDARG00000042726	24	36414829	36442590	1	36414829
ENSDARG00000075030	11	31190155	31202851	1	31190155
ENSDARG00000103155	16	48460873	48573510	1	48460873
ENSDARG00000019235	4	11311315	11368490	1	11311315
ENSDARG00000075952	5	998296	1047504	-1	1047504
ENSDARG00000075952	5	998296	1047504	-1	1047222
ENSDARG00000055472	3	26931710	26978793	-1	26978793
ENSDARG00000088293	5	60919378	61329656	1	60919378
ENSDARG00000088293	5	60919378	61329656	1	61301525
ENSDARG00000088293	5	60919378	61329656	1	60928576
ENSDARG00000101050	11	45199369	45216684	-1	45207039
ENSDARG00000101050	11	45199369	45216684	-1	45216684
ENSDARG00000101050	11	45199369	45216684	-1	45216211
ENSDARG00000097953	9	31266192	31271786	-1	31271450
ENSDARG00000097953	9	31266192	31271786	-1	31271786
ENSDARG00000030867	8	25858224	25874426	-1	25874426
ENSDARG00000053383	9	4609746	4610777	1	4609746
ENSDARG00000056921	15	22014029	22024954	1	22014029
ENSDARG00000042057	20	34388425	34399442	1	34390196
ENSDARG00000042057	20	34388425	34399442	1	34388425
ENSDARG00000042057	20	34388425	34399442	1	34388441
ENSDARG00000042057	20	34388425	34399442	1	34392779
ENSDARG00000105459	7	6344680	6345507	-1	6345507
ENSDARG00000100906	7	5975194	5975991	1	5975194
ENSDARG00000088764	16	2637478	2650375	-1	2650375
ENSDARG00000088764	16	2637478	2650375	-1	2650341
ENSDARG00000088764	16	2637478	2650375	-1	2650354
ENSDARG00000088764	16	2637478	2650375	-1	2650355
ENSDARG00000088764	16	2637478	2650375	-1	2641494
ENSDARG00000033754	19	40177246	40182642	1	40177246
ENSDARG00000002184	5	36530836	36537975	1	36531056
ENSDARG00000002184	5	36530836	36537975	1	36530836
ENSDARG00000093450	22	19494996	19496507	1	19495000
ENSDARG00000093450	22	19494996	19496507	1	19494996
ENSDARG00000015681	16	11242443	11292148	1	11242560
ENSDARG00000015681	16	11242443	11292148	1	11275659
ENSDARG00000015681	16	11242443	11292148	1	11242443
ENSDARG00000092078	2	20699481	20704523	-1	20701863
ENSDARG00000092078	2	20699481	20704523	-1	20704523
ENSDARG00000092078	2	20699481	20704523	-1	20704523
ENSDARG00000092078	2	20699481	20704523	-1	20702736
ENSDARG00000105359	7	6467050	6467510	-1	6467510
ENSDARG00000079665	2	12104389	12243213	-1	12243213
ENSDARG00000079665	2	12104389	12243213	-1	12242695
ENSDARG00000021702	1	26046148	26071535	-1	26063188
ENSDARG00000021702	1	26046148	26071535	-1	26062798
ENSDARG00000021702	1	26046148	26071535	-1	26071535
ENSDARG00000021702	1	26046148	26071535	-1	26063159
ENSDARG00000096968	25	31502082	31502925	-1	31502925
ENSDARG00000070846	11	5880562	5925517	1	5880575
ENSDARG00000070846	11	5880562	5925517	1	5880627
ENSDARG00000070846	11	5880562	5925517	1	5880562
ENSDARG00000070846	11	5880562	5925517	1	5880582
ENSDARG00000070846	11	5880562	5925517	1	5887686
ENSDARG00000070507	10	25829262	25860102	-1	25860102
ENSDARG00000070507	10	25829262	25860102	-1	25852517
ENSDARG00000009754	11	24034345	24044586	1	24039133
ENSDARG00000009754	11	24034345	24044586	1	24034345
ENSDARG00000009754	11	24034345	24044586	1	24035804
ENSDARG00000077124	12	4643996	4672708	-1	4651988
ENSDARG00000077124	12	4643996	4672708	-1	4672708
ENSDARG00000077124	12	4643996	4672708	-1	4672708
ENSDARG00000101124	11	28517562	28520764	1	28518432
ENSDARG00000101124	11	28517562	28520764	1	28518340
ENSDARG00000101124	11	28517562	28520764	1	28518006
ENSDARG00000101124	11	28517562	28520764	1	28517975
ENSDARG00000101124	11	28517562	28520764	1	28518001
ENSDARG00000101124	11	28517562	28520764	1	28517562
ENSDARG00000101124	11	28517562	28520764	1	28517638
ENSDARG00000101124	11	28517562	28520764	1	28518405
ENSDARG00000067828	18	33100606	33103808	1	33100606
ENSDARG00000004184	10	37268854	37394957	1	37268854
ENSDARG00000063155	21	11883336	11911966	1	11885404
ENSDARG00000063155	21	11883336	11911966	1	11883336
ENSDARG00000096606	1	57145072	57145503	1	57145072
ENSDARG00000033444	21	34033580	34075107	1	34033580
ENSDARG00000088861	4	45195202	45201724	1	45195202
ENSDARG00000088861	4	45195202	45201724	1	45195990
ENSDARG00000079453	25	32404938	32464149	-1	32464149
ENSDARG00000079453	25	32404938	32464149	-1	32449235
ENSDARG00000042825	15	4969128	4985077	1	4969128
ENSDARG00000100423	5	53581489	53607703	1	53581489
ENSDARG00000060036	1	50293938	50319654	1	50293938
ENSDARG00000020926	8	31375119	31384620	-1	31384620
ENSDARG00000020926	8	31375119	31384620	-1	31379685
ENSDARG00000020926	8	31375119	31384620	-1	31384607
ENSDARG00000104656	16	50926455	50952266	-1	50952266
ENSDARG00000091901	20	8794502	8835094	-1	8835094
ENSDARG00000019098	7	26709251	26739674	1	26709251
ENSDARG00000019098	7	26709251	26739674	1	26716321
ENSDARG00000019098	7	26709251	26739674	1	26709271
ENSDARG00000016897	24	15655069	15669210	1	15655233
ENSDARG00000016897	24	15655069	15669210	1	15655069
ENSDARG00000016897	24	15655069	15669210	1	15655069
ENSDARG00000037962	21	8341774	8352095	1	8341890
ENSDARG00000037962	21	8341774	8352095	1	8343908
ENSDARG00000037962	21	8341774	8352095	1	8341774
ENSDARG00000037962	21	8341774	8352095	1	8341807
ENSDARG00000037962	21	8341774	8352095	1	8341873
ENSDARG00000096996	24	17403470	17406366	-1	17406366
ENSDARG00000003533	22	28647130	28668442	-1	28650442
ENSDARG00000003533	22	28647130	28668442	-1	28653074
ENSDARG00000003533	22	28647130	28668442	-1	28668442
ENSDARG00000015566	17	36936918	37054959	-1	37054959
ENSDARG00000015566	17	36936918	37054959	-1	36988531
ENSDARG00000015566	17	36936918	37054959	-1	37052622
ENSDARG00000015566	17	36936918	37054959	-1	36988455
ENSDARG00000115281	25	35107480	35107791	-1	35107791
ENSDARG00000114405	25	35105627	35106783	-1	35106783
ENSDARG00000114405	25	35105627	35106783	-1	35106751
ENSDARG00000020788	23	14808221	14830627	-1	14825434
ENSDARG00000020788	23	14808221	14830627	-1	14830627
ENSDARG00000020788	23	14808221	14830627	-1	14825450
ENSDARG00000098428	24	33868109	34034931	-1	33873451
ENSDARG00000098428	24	33868109	34034931	-1	34034931
ENSDARG00000097460	6	57431319	57455678	1	57431319
ENSDARG00000069245	20	43760059	43775544	-1	43775544
ENSDARG00000069245	20	43760059	43775544	-1	43775544
ENSDARG00000069245	20	43760059	43775544	-1	43775517
ENSDARG00000069245	20	43760059	43775544	-1	43775495
ENSDARG00000069245	20	43760059	43775544	-1	43771871
ENSDARG00000004597	3	30369765	30434016	-1	30384353
ENSDARG00000004597	3	30369765	30434016	-1	30388525
ENSDARG00000004597	3	30369765	30434016	-1	30434016
ENSDARG00000009350	6	7109954	7123210	-1	7123210
ENSDARG00000010956	2	16173999	16210623	1	16177415
ENSDARG00000010956	2	16173999	16210623	1	16173999
ENSDARG00000010956	2	16173999	16210623	1	16173999
ENSDARG00000010956	2	16173999	16210623	1	16174046
ENSDARG00000010956	2	16173999	16210623	1	16173999
ENSDARG00000010956	2	16173999	16210623	1	16188494
ENSDARG00000010956	2	16173999	16210623	1	16191852
ENSDARG00000098260	6	24318031	24320268	-1	24320268
ENSDARG00000099535	14	2320220	2322484	-1	2322484
ENSDARG00000100139	10	20448638	20454008	-1	20453995
ENSDARG00000100139	10	20448638	20454008	-1	20453993
ENSDARG00000100139	10	20448638	20454008	-1	20454008
ENSDARG00000076966	12	3723650	3732014	1	3723677
ENSDARG00000076966	12	3723650	3732014	1	3723651
ENSDARG00000076966	12	3723650	3732014	1	3723650
ENSDARG00000042252	15	4585266	4616928	-1	4616816
ENSDARG00000042252	15	4585266	4616928	-1	4596623
ENSDARG00000042252	15	4585266	4616928	-1	4616816
ENSDARG00000042252	15	4585266	4616928	-1	4616928
ENSDARG00000042151	8	17395929	17516448	-1	17516448
ENSDARG00000018898	5	25680842	25694362	1	25681174
ENSDARG00000018898	5	25680842	25694362	1	25680842
ENSDARG00000018898	5	25680842	25694362	1	25680845
ENSDARG00000018898	5	25680842	25694362	1	25680852
ENSDARG00000004274	24	37631632	37640705	-1	37640705
ENSDARG00000018008	1	6218632	6225285	-1	6225273
ENSDARG00000018008	1	6218632	6225285	-1	6225285
ENSDARG00000018008	1	6218632	6225285	-1	6225285
ENSDARG00000018008	1	6218632	6225285	-1	6222249
ENSDARG00000103802	6	24152816	24203980	-1	24203980
ENSDARG00000052164	7	47243564	47266151	1	47243564
ENSDARG00000052164	7	47243564	47266151	1	47243564
ENSDARG00000071548	12	18906407	18915531	1	18906407
ENSDARG00000071548	12	18906407	18915531	1	18906939
ENSDARG00000046141	8	39816523	39822917	-1	39822917
ENSDARG00000036080	7	32983440	33023404	-1	33023363
ENSDARG00000036080	7	32983440	33023404	-1	33023404
ENSDARG00000036080	7	32983440	33023404	-1	32992258
ENSDARG00000041802	18	16749091	16756144	1	16749091
ENSDARG00000041802	18	16749091	16756144	1	16750080
ENSDARG00000096747	20	33959570	33975292	1	33959570
ENSDARG00000071679	22	5135193	5145469	1	5135193
ENSDARG00000071679	22	5135193	5145469	1	5135884
ENSDARG00000079438	7	32926760	32981559	-1	32980017
ENSDARG00000079438	7	32926760	32981559	-1	32944021
ENSDARG00000079438	7	32926760	32981559	-1	32981559
ENSDARG00000086457	22	5153461	5171829	-1	5171829
ENSDARG00000086457	22	5153461	5171829	-1	5171362
ENSDARG00000032552	13	42361599	42400647	-1	42400647
ENSDARG00000097736	11	24819265	24820001	-1	24820001
ENSDARG00000101910	14	14568437	14573041	1	14568437
ENSDARG00000058815	6	7059999	7082108	-1	7061086
ENSDARG00000058815	6	7059999	7082108	-1	7082108
ENSDARG00000013076	2	21164930	21170517	-1	21167652
ENSDARG00000013076	2	21164930	21170517	-1	21166754
ENSDARG00000013076	2	21164930	21170517	-1	21170517
ENSDARG00000044626	21	22888889	22892124	-1	22892124
ENSDARG00000015862	6	29086594	29097393	1	29086594
ENSDARG00000096017	22	25681912	25683148	1	25681912
ENSDARG00000014790	1	26444986	26466002	1	26445615
ENSDARG00000014790	1	26444986	26466002	1	26444986
ENSDARG00000071396	12	35046704	35051441	1	35046748
ENSDARG00000071396	12	35046704	35051441	1	35046704
ENSDARG00000061791	9	33357011	33361199	1	33357011
ENSDARG00000068993	8	22355909	22369796	1	22355909
ENSDARG00000068993	8	22355909	22369796	1	22366920
ENSDARG00000068993	8	22355909	22369796	1	22359881
ENSDARG00000068993	8	22355909	22369796	1	22363887
ENSDARG00000068993	8	22355909	22369796	1	22358008
ENSDARG00000068993	8	22355909	22369796	1	22355909
ENSDARG00000075072	17	31535764	31579733	-1	31579715
ENSDARG00000075072	17	31535764	31579733	-1	31579733
ENSDARG00000097687	15	10756210	10759101	-1	10759101
ENSDARG00000056531	18	21913685	21929451	-1	21929426
ENSDARG00000056531	18	21913685	21929451	-1	21929451
ENSDARG00000011240	10	29735900	29744921	-1	29739108
ENSDARG00000011240	10	29735900	29744921	-1	29744921
ENSDARG00000061185	3	27786601	27796351	1	27786601
ENSDARG00000095132	4	45033922	45098326	-1	45044013
ENSDARG00000095132	4	45033922	45098326	-1	45043963
ENSDARG00000095132	4	45033922	45098326	-1	45043716
ENSDARG00000095132	4	45033922	45098326	-1	45043910
ENSDARG00000095132	4	45033922	45098326	-1	45044020
ENSDARG00000095132	4	45033922	45098326	-1	45098326
ENSDARG00000095132	4	45033922	45098326	-1	45041873
ENSDARG00000059423	5	55371248	55395964	-1	55395964
ENSDARG00000059423	5	55371248	55395964	-1	55395384
ENSDARG00000059423	5	55371248	55395964	-1	55395384
ENSDARG00000036787	19	7124337	7132315	1	7124337
ENSDARG00000079221	15	32398921	32427806	1	32398921
ENSDARG00000079221	15	32398921	32427806	1	32405959
ENSDARG00000079221	15	32398921	32427806	1	32399013
ENSDARG00000045857	20	3290231	3310017	-1	3310017
ENSDARG00000094301	13	10164234	10302070	1	10164234
ENSDARG00000114873	2	36107846	36107911	1	36107846
ENSDARG00000103707	2	36124223	36124282	1	36124223
ENSDARG00000097437	17	26848590	26850524	1	26848590
ENSDARG00000077299	25	2263857	2277132	1	2263857
ENSDARG00000115333	2	36119123	36119188	1	36119123
ENSDARG00000115584	2	36109592	36109657	1	36109592
ENSDARG00000033134	20	3277620	3288089	1	3277671
ENSDARG00000033134	20	3277620	3288089	1	3277620
ENSDARG00000004433	14	38891722	38929885	-1	38929885
ENSDARG00000002994	21	21279159	21298995	1	21279159
ENSDARG00000022177	22	22417751	22430191	1	22417751
ENSDARG00000022177	22	22417751	22430191	1	22420234
ENSDARG00000036382	7	22767678	22773132	1	22767678
ENSDARG00000030311	5	25624819	25645593	-1	25645593
ENSDARG00000030311	5	25624819	25645593	-1	25642024
ENSDARG00000003420	18	40486457	40509006	-1	40508528
ENSDARG00000003420	18	40486457	40509006	-1	40509006
ENSDARG00000060124	8	44921123	44926077	-1	44926077
ENSDARG00000045874	4	2059692	2062435	1	2059692
